t,X_1,X_2,X_3
26.5,64925.2856984986,2608.59242036554,0
26.75,65085.1575391951,2609.6163291522,0
27,65245.4165206224,2610.64022769934,0
27.25,65406.0635480902,2611.66411600707,0
27.5,65567.0995288594,2612.68799407547,0
27.75,65728.5253721547,2613.71186190466,0
28,65890.3419891708,2614.73571949473,0
28.25,66052.5502930712,2615.75956684578,0
28.5,66215.1511989844,2616.78340395792,0
28.75,66378.1456240169,2617.80723083125,0
29,66541.5344872584,2618.83104746586,0
29.25,66705.3187097817,2619.85485386186,0
29.5,66869.4992146382,2620.87865001936,0
29.75,67034.0769268712,2621.90243593844,0
30,67199.0527735212,2622.92621161921,0
30.25,67364.4276836252,2623.94997706177,0
30.5,67530.2025882132,2624.97373226623,0
30.75,67696.3784203204,2625.99747723269,0
31,67862.9561149933,2627.02121196123,0
31.25,68029.9366092893,2628.04493645198,0
31.5,68197.3208422717,2629.06865070502,0
31.75,68365.1097550236,2630.09235472046,0
32,68533.3042906531,2631.1160484984,0
32.25,68701.9053942929,2632.13973203894,0
32.5,68870.9140130958,2633.16340534218,0
32.75,69040.3310962481,2634.18706840822,0
33,69210.1575949752,2635.21072123716,0
33.25,69380.3944625408,2636.23436382911,0
33.5,69551.0426542428,2637.25799618417,0
33.75,69722.1031274265,2638.28161830243,0
34,69893.57684149,2639.305230184,0
34.25,70065.4647578842,2640.32883182897,0
34.5,70237.7678401075,2641.35242323745,0
34.75,70410.48705372,2642.37600440955,0
35,70583.6233663486,2643.39957534535,0
35.25,70757.1777476868,2644.42313604496,0
35.5,70931.1511694898,2645.44668650849,0
35.75,71105.544605588,2646.47022673603,0
36,71280.3590318932,2647.49375672769,0
36.25,71455.5954263973,2648.51727648355,0
36.5,71631.254769168,2649.54078600374,0
36.75,71807.3380423624,2650.56428528834,0
37,71983.8462302327,2651.58777433746,0
37.25,72160.7803191254,2652.6112531512,0
37.5,72338.1412974767,2653.63472172966,0
37.75,72515.9301558263,2654.65818007293,0
38,72694.1478868228,2655.68162818113,0
38.25,72872.7954852234,2656.70506605435,0
38.5,73051.8739478889,2657.72849369269,0
38.75,73231.3842737974,2658.75191109626,0
39,73411.3274640502,2659.77531826515,0
39.25,73591.7045218713,2660.79871519947,0
39.5,73772.5164526018,2661.82210189931,0
39.75,73953.7642637148,2662.84547836478,0
40,74135.4489648203,2663.86884459597,0
40.25,74317.5715676649,2664.892200593,0
40.5,74500.1330861267,2665.91554635595,0
40.75,74683.1345362293,2666.93888188493,0
41,74866.5769361479,2667.96220718005,0
41.25,75050.4613062078,2668.98552224139,0
41.5,75234.7886688802,2670.00882706907,0
41.75,75419.5600487956,2671.03212166319,0
42,75604.7764727502,2672.05540602383,0
42.25,75790.4389697046,2673.07868015111,0
42.5,75976.548570779,2674.10194404513,0
42.75,76163.1063092672,2675.12519770598,0
43,76350.1132206424,2676.14844113377,0
43.25,76537.5703425568,2677.1716743286,0
43.5,76725.4787148358,2678.19489729056,0
43.75,76913.8393794926,2679.21811001977,0
44,77102.653380734,2680.24131251631,0
44.25,77291.9217649595,2681.26450478029,0
44.5,77481.6455807562,2682.28768681182,0
44.75,77671.8258789128,2683.31085861099,0
45,77862.4637124259,2684.3340201779,0
45.25,78053.5601364987,2685.35717151266,0
45.5,78245.116208536,2686.38031261535,0
45.75,78437.1329881584,2687.4034434861,0
46,78629.6115372082,2688.42656412499,0
46.25,78822.5529197488,2689.44967453212,0
46.5,79015.9582020588,2690.47277470761,0
46.75,79209.8284526468,2691.49586465154,0
47,79404.1647422574,2692.51894436401,0
47.25,79598.9681438697,2693.54201384514,0
47.5,79794.2397326928,2694.56507309502,0
47.75,79989.9805861793,2695.58812211375,0
48,80186.1917840319,2696.61116090142,0
48.25,80382.8744082023,2697.63418945815,0
48.5,80580.0295428857,2698.65720778403,0
48.75,80777.6582745349,2699.68021587917,0
49,80975.7616918672,2700.70321374366,0
49.25,81174.3408858625,2701.7262013776,0
49.5,81373.3969497583,2702.74917878109,0
49.75,81572.930979064,2703.77214595425,0
50,81772.9440715672,2704.79510289715,0
50.25,81973.4373273324,2705.81804960992,0
50.5,82174.4118486953,2706.84098609264,0
50.75,82375.8687402778,2707.86391234542,0
51,82577.8091089939,2708.88682836835,0
51.25,82780.2340640486,2709.90973416155,0
51.5,82983.1447169321,2710.9326297251,0
51.75,83186.5421814345,2711.95551505912,0
52,83390.4275736523,2712.97839016369,0
52.25,83594.8020119868,2714.00125503893,0
52.5,83799.6666171385,2715.02410968493,0
52.75,84005.0225121219,2716.04695410179,0
53,84210.8708222716,2717.06978828961,0
53.25,84417.2126752411,2718.0926122485,0
53.5,84624.0492009972,2719.11542597855,0
53.75,84831.3815318342,2720.13822947986,0
54,85039.2108023809,2721.16102275254,0
54.25,85247.5381495988,2722.18380579668,0
54.5,85456.3647127764,2723.20657861239,0
54.75,85665.6916335438,2724.22934119977,0
55,85875.5200558795,2725.25209355891,0
55.25,86085.8511261087,2726.27483568992,0
55.5,86296.6859928971,2727.2975675929,0
55.75,86508.0258072663,2728.32028926794,0
56,86719.8717226001,2729.34300071516,0
56.25,86932.2248946426,2730.36570193464,0
56.5,87145.0864814926,2731.38839292649,0
56.75,87358.4576436185,2732.41107369082,0
57,87572.3395438645,2733.43374422771,0
57.25,87786.7333474496,2734.45640453727,0
57.5,88001.6402219606,2735.47905461961,0
57.75,88217.0613373681,2736.50169447481,0
58,88432.9978660322,2737.52432410299,0
58.25,88649.4509827016,2738.54694350425,0
58.5,88866.4218645067,2739.56955267867,0
58.75,89083.9116909752,2740.59215162637,0
59,89301.9216440385,2741.61474034744,0
59.25,89520.4529080299,2742.63731884199,0
59.5,89739.5066696783,2743.65988711011,0
59.75,89959.0841181239,2744.6824451519,0
60,90179.1864449238,2745.70499296747,0
60.25,90399.8148440513,2746.72753055692,0
60.5,90620.9705118886,2747.75005792034,0
60.75,90842.6546472429,2748.77257505784,0
61,91064.8684513522,2749.79508196952,0
61.25,91287.6131278842,2750.81757865547,0
61.5,91510.8898829292,2751.8400651158,0
61.75,91734.699925016,2752.86254135061,0
62,91959.0444651181,2753.88500736,0
62.25,92183.924716652,2754.90746314406,0
62.5,92409.3418954707,2755.92990870291,0
62.75,92635.2972198792,2756.95234403663,0
63,92861.7919106405,2757.97476914533,0
63.25,93088.8271909746,2758.99718402912,0
63.5,93316.4042865512,2760.01958868808,0
63.75,93544.5244255055,2761.04198312232,0
64,93773.1888384446,2762.06436733194,0
64.25,94002.3987584458,2763.08674131705,0
64.5,94232.1554210495,2764.10910507773,0
64.75,94462.4600642754,2765.1314586141,0
65,94693.3139286282,2766.15380192625,0
65.25,94924.7182570966,2767.17613501428,0
65.5,95156.6742951455,2768.19845787829,0
65.75,95389.1832907325,2769.22077051838,0
66,95622.2464943138,2770.24307293466,0
66.25,95855.865158843,2771.26536512722,0
66.5,96090.040539763,2772.28764709616,0
66.75,96324.773895023,2773.30991884159,0
67,96560.0664850839,2774.3321803636,0
67.25,96795.9195729174,2775.35443166229,0
67.5,97032.3344239978,2776.37667273777,0
67.75,97269.3123063189,2777.39890359013,0
68,97506.8544903995,2778.42112421947,0
68.25,97744.9622492824,2779.4433346259,0
68.5,97983.6368585263,2780.46553480952,0
68.75,98222.8795962224,2781.48772477041,0
69,98462.6917430003,2782.5099045087,0
69.25,98703.0745820266,2783.53207402447,0
69.5,98944.029398997,2784.55423331782,0
69.75,99185.5574821525,2785.57638238886,0
70,99427.6601222862,2786.59852123768,0
70.25,99670.3386127407,2787.62064986439,0
70.5,99913.5942494011,2788.64276826909,0
70.75,100157.428330711,2789.66487645187,0
71,100401.842157678,2790.68697441284,0
71.25,100646.837033873,2791.70906215209,0
71.5,100892.414265423,2792.73113966973,0
71.75,101138.575161026,2793.75320696586,0
72,101385.321031956,2794.77526404057,0
72.25,101632.653192064,2795.79731089397,0
72.5,101880.57295777,2796.81934752615,0
72.75,102129.081648077,2797.84137393722,0
73,102378.180584579,2798.86339012728,0
73.25,102627.871091458,2799.88539609642,0
73.5,102878.154495476,2800.90739184475,0
73.75,103129.032125995,2801.92937737237,0
74,103380.505314978,2802.95135267937,0
74.25,103632.575396988,2803.97331776587,0
74.5,103885.243709185,2804.99527263194,0
74.75,104138.511591335,2806.01721727771,0
75,104392.380385823,2807.03915170326,0
75.25,104646.851437645,2808.0610759087,0
75.5,104901.926094405,2809.08298989412,0
75.75,105157.605706328,2810.10489365963,0
76,105413.891626269,2811.12678720533,0
76.25,105670.785209707,2812.14867053131,0
76.5,105928.287814741,2813.17054363768,0
76.75,106186.400802104,2814.19240652454,0
77,106445.12553517,2815.21425919198,0
77.25,106704.463379953,2816.23610164011,0
77.5,106964.415705094,2817.25793386903,0
77.75,107224.983881886,2818.27975587883,0
78,107486.16928427,2819.30156766962,0
78.25,107747.973288843,2820.3233692415,0
78.5,108010.39727484,2821.34516059456,0
78.75,108273.442624159,2822.36694172891,0
79,108537.11072136,2823.38871264464,0
79.25,108801.402953669,2824.41047334186,0
79.5,109066.320710967,2825.43222382066,0
79.75,109331.865385802,2826.45396408115,0
80,109598.038373404,2827.47569412343,0
80.25,109864.841071677,2828.49741394759,0
80.5,110132.27488119,2829.51912355373,0
80.75,110400.341205197,2830.54082294196,0
81,110669.04144964,2831.56251211238,0
81.25,110938.37702315,2832.58419106508,0
81.5,111208.349337034,2833.60585980016,0
81.75,111478.959805295,2834.62751831773,0
82,111750.209844638,2835.64916661789,0
82.25,112022.100874467,2836.67080470072,0
82.5,112294.634316873,2837.69243256634,0
82.75,112567.811596657,2838.71405021484,0
83,112841.634141332,2839.73565764633,0
83.25,113116.103381121,2840.7572548609,0
83.5,113391.220748948,2841.77884185865,0
83.75,113666.987680455,2842.80041863969,0
84,113943.40561401,2843.82198520411,0
84.25,114220.475990702,2844.843541552,0
84.5,114498.200254333,2845.86508768349,0
84.75,114776.579851433,2846.88662359865,0
85,115055.616231269,2847.90814929759,0
85.25,115335.310845843,2848.92966478042,0
85.5,115615.665149877,2849.95117004722,0
85.75,115896.680600837,2850.97266509811,0
86,116178.358658934,2851.99414993317,0
86.25,116460.700787124,2853.01562455252,0
86.5,116743.708451098,2854.03708895625,0
86.75,117027.3831193,2855.05854314445,0
87,117311.726262928,2856.07998711723,0
87.25,117596.739355941,2857.10142087469,0
87.5,117882.423875038,2858.12284441693,0
87.75,118168.781299686,2859.14425774405,0
88,118455.813112116,2860.16566085615,0
88.25,118743.520797327,2861.18705375332,0
88.5,119031.905843077,2862.20843643567,0
88.75,119320.969739893,2863.22980890329,0
89,119610.713981085,2864.25117115629,0
89.25,119901.140062737,2865.27252319477,0
89.5,120192.249483701,2866.29386501882,0
89.75,120484.043745613,2867.31519662855,0
90,120776.5243529,2868.33651802405,0
90.25,121069.692812774,2869.35782920542,0
90.5,121363.550635226,2870.37913017277,0
90.75,121658.09933304,2871.40042092619,0
91,121953.3404218,2872.42170146578,0
91.25,122249.27541989,2873.44297179165,0
91.5,122545.905848478,2874.46423190388,0
91.75,122843.233231537,2875.48548180259,0
92,123141.259095852,2876.50672148787,0
92.25,123439.984971016,2877.52795095982,0
92.5,123739.412389415,2878.54917021854,0
92.75,124039.542886253,2879.57037926413,0
93,124340.377999554,2880.59157809668,0
93.25,124641.919270157,2881.61276671631,0
93.5,124944.168241712,2882.6339451231,0
93.75,125247.126460687,2883.65511331716,0
94,125550.795476386,2884.67627129859,0
94.25,125855.176840936,2885.69741906748,0
94.5,126160.272109282,2886.71855662393,0
94.75,126466.082839201,2887.73968396806,0
95,126772.610591313,2888.76080109994,0
95.25,127079.85692907,2889.78190801969,0
95.5,127387.823418752,2890.80300472741,0
95.75,127696.511629481,2891.82409122318,0
96,128005.923133228,2892.84516750712,0
96.25,128316.059504811,2893.86623357932,0
96.5,128626.92232188,2894.88728943988,0
96.75,128938.513164937,2895.9083350889,0
97,129250.833617345,2896.92937052648,0
97.25,129563.885265318,2897.95039575272,0
97.5,129877.669697915,2898.97141076772,0
97.75,130192.188507055,2899.99241557158,0
98,130507.443287524,2901.01341016439,0
98.25,130823.435636972,2902.03439454626,0
98.5,131140.1671559,2903.05536871728,0
98.75,131457.639447678,2904.07633267756,0
99,131775.854118551,2905.09728642719,0
99.25,132094.812777638,2906.11822996628,0
99.5,132414.517036915,2907.13916329492,0
99.75,132734.968511237,2908.16008641321,0
100,133056.168818344,2909.18099932125,0
100.25,133378.119578853,2910.20190201914,0
100.5,133700.822416253,2911.22279450699,0
100.75,134024.278956914,2912.24367678488,0
101,134348.490830101,2913.26454885292,0
101.25,134673.459667966,2914.28541071121,0
101.5,134999.187105538,2915.30626235984,0
101.75,135325.674780738,2916.32710379892,0
102,135652.924334386,2917.34793502855,0
102.25,135980.937410199,2918.36875604882,0
102.5,136309.715654777,2919.38956685984,0
102.75,136639.260717622,2920.41036746169,0
103,136969.57425114,2921.43115785449,0
103.25,137300.657910645,2922.45193803833,0
103.5,137632.513354336,2923.47270801331,0
103.75,137965.142243325,2924.49346777953,0
104,138298.546241635,2925.51421733709,0
104.25,138632.727016201,2926.53495668609,0
104.5,138967.686236855,2927.55568582662,0
104.75,139303.425576346,2928.57640475879,0
105,139639.94671034,2929.5971134827,0
105.25,139977.251317425,2930.61781199844,0
105.5,140315.34107909,2931.63850030611,0
105.75,140654.217679747,2932.65917840582,0
106,140993.882806736,2933.67984629765,0
106.25,141334.33815032,2934.70050398172,0
106.5,141675.585403674,2935.72115145812,0
106.75,142017.6262629,2936.74178872694,0
107,142360.462427035,2937.7624157883,0
107.25,142704.095598045,2938.78303264228,0
107.5,143048.527480814,2939.80363928898,0
107.75,143393.759783158,2940.82423572851,0
108,143739.794215837,2941.84482196097,0
108.25,144086.632492545,2942.86539798645,0
108.5,144434.276329896,2943.88596380505,0
108.75,144782.727447448,2944.90651941687,0
109,145131.987567704,2945.92706482201,0
109.25,145482.058416106,2946.94760002056,0
109.5,145832.941721027,2947.96812501264,0
109.75,146184.639213783,2948.98863979833,0
110,146537.152628645,2950.00914437774,0
110.25,146890.483702826,2951.02963875097,0
110.5,147244.634176476,2952.0501229181,0
110.75,147599.605792693,2953.07059687925,0
111,147955.400297533,2954.09106063451,0
111.25,148312.019440003,2955.11151418399,0
111.5,148669.464972047,2956.13195752777,0
111.75,149027.738648567,2957.15239066595,0
112,149386.842227424,2958.17281359865,0
112.25,149746.777469434,2959.19322632595,0
112.5,150107.546138358,2960.21362884796,0
112.75,150469.150000916,2961.23402116476,0
113,150831.590826792,2962.25440327648,0
113.25,151194.870388632,2963.27477518319,0
113.5,151558.990462029,2964.295136885,0
113.75,151923.952825536,2965.31548838201,0
114,152289.75926068,2966.33582967432,0
114.25,152656.411551949,2967.35616076202,0
114.5,153023.911486783,2968.37648164522,0
114.75,153392.260855589,2969.39679232402,0
115,153761.461451746,2970.41709279851,0
115.25,154131.515071603,2971.43738306878,0
115.5,154502.423514459,2972.45766313495,0
115.75,154874.188582586,2973.47793299711,0
116,155246.812081232,2974.49819265535,0
116.25,155620.295818617,2975.51844210979,0
116.5,155994.641605914,2976.5386813605,0
116.75,156369.851257272,2977.5589104076,0
117,156745.926589819,2978.57912925119,0
117.25,157122.869423657,2979.59933789135,0
117.5,157500.681581845,2980.61953632819,0
117.75,157879.364890418,2981.63972456182,0
118,158258.921178396,2982.65990259232,0
118.25,158639.35227777,2983.68007041979,0
118.5,159020.660023497,2984.70022804434,0
118.75,159402.846253507,2985.72037546607,0
119,159785.912808717,2986.74051268506,0
119.25,160169.861533022,2987.76063970143,0
119.5,160554.694273277,2988.78075651526,0
119.75,160940.412879318,2989.80086312666,0
120,161327.019203968,2990.82095953573,0
120.25,161714.515103026,2991.84104574257,0
120.5,162102.902435257,2992.86112174726,0
120.75,162492.183062408,2993.88118754992,0
121,162882.358849208,2994.90124315064,0
121.25,163273.431663372,2995.92128854952,0
121.5,163665.403375575,2996.94132374665,0
121.75,164058.275859477,2997.96134874214,0
122,164452.050991723,2998.98136353609,0
122.25,164846.730651939,3000.00136812859,0
122.5,165242.316722719,3001.02136251974,0
122.75,165638.811089635,3002.04134670964,0
123,166036.215641248,3003.06132069839,0
123.25,166434.532269102,3004.08128448608,0
123.5,166833.762867703,3005.10123807283,0
123.75,167233.909334541,3006.12118145871,0
124,167634.973570093,3007.14111464384,0
124.25,168036.957477815,3008.16103762831,0
124.5,168439.86296413,3009.18095041221,0
124.75,168843.691938441,3010.20085299566,0
125,169248.446313137,3011.22074537874,0
125.25,169654.128003588,3012.24062756156,0
125.5,170060.738928129,3013.2604995442,0
125.75,170468.281008071,3014.28036132678,0
126,170876.756167714,3015.30021290939,0
126.25,171286.166334337,3016.32005429213,0
126.5,171696.513438178,3017.33988547509,0
126.75,172107.799412456,3018.35970645838,0
127,172520.026193373,3019.37951724209,0
127.25,172933.195720109,3020.39931782632,0
127.5,173347.309934802,3021.41910821117,0
127.75,173762.37078257,3022.43888839674,0
128,174178.380211508,3023.45865838312,0
128.25,174595.34017269,3024.47841817042,0
128.5,175013.252620146,3025.49816775873,0
128.75,175432.119510879,3026.51790714816,0
129,175851.942804872,3027.53763633879,0
129.25,176272.72446508,3028.55735533073,0
129.5,176694.466457413,3029.57706412407,0
129.75,177117.170750752,3030.59676271892,0
130,177540.83931695,3031.61645111537,0
130.25,177965.474130836,3032.63612931352,0
130.5,178391.077170183,3033.65579731347,0
130.75,178817.650415735,3034.67545511531,0
131,179245.195851208,3035.69510271915,0
131.25,179673.715463281,3036.71474012508,0
131.5,180103.211241582,3037.73436733321,0
131.75,180533.6851787,3038.75398434362,0
132,180965.139270194,3039.77359115642,0
132.25,181397.575514582,3040.7931877717,0
132.5,181830.995913326,3041.81277418957,0
132.75,182265.402470843,3042.83235041012,0
133,182700.797194517,3043.85191643345,0
133.25,183137.182094684,3044.87147225966,0
133.5,183574.559184621,3045.89101788884,0
133.75,184012.930480554,3046.9105533211,0
134,184452.298001668,3047.93007855652,0
134.25,184892.6637701,3048.94959359522,0
134.5,185334.029810917,3049.96909843729,0
134.75,185776.398152131,3050.98859308282,0
135,186219.770824709,3052.00807753192,0
135.25,186664.14986256,3053.02755178468,0
135.5,187109.537302519,3054.04701584119,0
135.75,187555.935184361,3055.06646970157,0
136,188003.345550805,3056.0859133659,0
136.25,188451.77044751,3057.10534683429,0
136.5,188901.21192305,3058.12477010683,0
136.75,189351.672028935,3059.14418318361,0
137,189803.152819612,3060.16358606475,0
137.25,190255.656352457,3061.18297875033,0
137.5,190709.184687757,3062.20236124045,0
137.75,191163.739888726,3063.22173353522,0
138,191619.324021507,3064.24109563472,0
138.25,192075.939155165,3065.26044753906,0
138.5,192533.587361668,3066.27978924834,0
138.75,192992.270715899,3067.29912076265,0
139,193451.991295667,3068.31844208209,0
139.25,193912.75118169,3069.33775320676,0
139.5,194374.552457584,3070.35705413675,0
139.75,194837.397209869,3071.37634487217,0
140,195301.287527979,3072.39562541311,0
140.25,195766.225504255,3073.41489575967,0
140.5,196232.213233918,3074.43415591195,0
140.75,196699.252815091,3075.45340587004,0
141,197167.346348798,3076.47264563404,0
141.25,197636.495938958,3077.49187520406,0
141.5,198106.703692363,3078.51109458018,0
141.75,198577.971718696,3079.53030376251,0
142,199050.302130529,3080.54950275115,0
142.25,199523.697043321,3081.56869154618,0
142.5,199998.158575392,3082.58787014772,0
142.75,200473.688847941,3083.60703855585,0
143,200950.289985047,3084.62619677068,0
143.25,201427.964113662,3085.6453447923,0
143.5,201906.713363592,3086.66448262081,0
143.75,202386.539867504,3087.6836102563,0
144,202867.445760939,3088.70272769889,0
144.25,203349.433182298,3089.72183494865,0
144.5,203832.504272819,3090.74093200569,0
144.75,204316.661176595,3091.76001887012,0
145,204801.906040577,3092.77909554202,0
145.25,205288.241014564,3093.79816202149,0
145.5,205775.66825118,3094.81721830863,0
145.75,206264.18990589,3095.83626440354,0
146,206753.808137003,3096.85530030631,0
146.25,207244.525105664,3097.87432601705,0
146.5,207736.34297583,3098.89334153585,0
146.75,208229.263914283,3099.91234686281,0
147,208723.290090637,3100.93134199803,0
147.25,209218.423677328,3101.95032694159,0
147.5,209714.666849586,3102.96930169361,0
147.75,210212.021785458,3103.98826625418,0
148,210710.490665802,3105.00722062339,0
148.25,211210.075674285,3106.02616480134,0
148.5,211710.778997358,3107.04509878814,0
148.75,212212.602824264,3108.06402258387,0
149,212715.54934705,3109.08293618864,0
149.25,213219.620760554,3110.10183960254,0
149.5,213724.819262379,3111.12073282568,0
149.75,214231.147052908,3112.13961585813,0
150,214738.60633531,3113.15848870002,0
150.25,215247.199315528,3114.17735135142,0
150.5,215756.928202254,3115.19620381245,0
150.75,216267.795206944,3116.21504608319,0
151,216779.802543823,3117.23387816375,0
151.25,217292.95242987,3118.25270005422,0
151.5,217807.247084799,3119.27151175469,0
151.75,218322.68873107,3120.29031326528,0
152,218839.27959389,3121.30910458606,0
152.25,219357.021901209,3122.32788571715,0
152.5,219875.917883688,3123.34665665863,0
152.75,220395.969774717,3124.36541741061,0
153,220917.179810416,3125.38416797319,0
153.25,221439.550229627,3126.40290834645,0
153.5,221963.083273887,3127.4216385305,0
153.75,222487.781187439,3128.44035852543,0
154,223013.646217239,3129.45906833134,0
154.25,223540.680612945,3130.47776794833,0
154.5,224068.886626888,3131.4964573765,0
154.75,224598.266514089,3132.51513661594,0
155,225128.822532258,3133.53380566675,0
155.25,225660.556941789,3134.55246452902,0
155.5,226193.472005726,3135.57111320286,0
155.75,226727.569989783,3136.58975168836,0
156,227262.853162344,3137.60837998562,0
156.25,227799.323794451,3138.62699809473,0
156.5,228336.98415978,3139.6456060158,0
156.75,228875.83653465,3140.66420374891,0
157,229415.883198031,3141.68279129417,0
157.25,229957.126431528,3142.70136865168,0
157.5,230499.568519358,3143.71993582152,0
157.75,231043.211748358,3144.73849280381,0
158,231588.058407992,3145.75703959862,0
158.25,232134.110790338,3146.77557620607,0
158.5,232681.37119006,3147.79410262625,0
158.75,233229.841904421,3148.81261885925,0
159,233779.525233286,3149.83112490517,0
159.25,234330.42347911,3150.84962076411,0
159.5,234882.53894691,3151.86810643617,0
159.75,235435.873944276,3152.88658192144,0
160,235990.430781379,3153.90504722002,0
160.25,236546.21177095,3154.92350233201,0
160.5,237103.21922826,3155.9419472575,0
160.75,237661.45547113,3156.96038199659,0
161,238220.922819929,3157.97880654938,0
161.25,238781.623597567,3158.99722091596,0
161.5,239343.560129467,3160.01562509644,0
161.75,239906.73474357,3161.0340190909,0
162,240471.149770345,3162.05240289944,0
162.25,241036.807542773,3163.07077652217,0
162.5,241603.710396318,3164.08913995917,0
162.75,242171.86066894,3165.10749321055,0
163,242741.260701095,3166.12583627641,0
163.25,243311.912835726,3167.14416915682,0
163.5,243883.81941823,3168.16249185191,0
163.75,244456.982796471,3169.18080436176,0
164,245031.405320782,3170.19910668646,0
164.25,245607.089343951,3171.21739882612,0
164.5,246184.037221196,3172.23568078083,0
164.75,246762.251310168,3173.25395255069,0
165,247341.733970961,3174.2722141358,0
165.25,247922.487566093,3175.29046553625,0
165.5,248504.514460481,3176.30870675213,0
165.75,249087.817021446,3177.32693778355,0
166,249672.39761872,3178.34515863061,0
166.25,250258.258624431,3179.36336929339,0
166.5,250845.402413071,3180.38156977199,0
166.75,251433.83136151,3181.39976006652,0
167,252023.547848993,3182.41794017706,0
